name,url,description,test_type,remote_testing,adaptive_irt,duration_minutes,skills_covered,skill_domains,assessment_category,job_roles,seniority_levels,assessment_focus,keywords
Fundamentals of Chemistry (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-chemistry-new/,"Multi-choice test that measures the knowledge of physical chemistry, inorganic chemistry and organic chemistry.",K,Yes,No,8.0,"[""Chemistry""]","[""Physical Chemistry"", ""Inorganic Chemistry"", ""Organic Chemistry""]",Technical,[],[],Knowledge,"[""Chemistry"", ""Physical Chemistry"", ""Inorganic Chemistry"", ""Organic Chemistry""]"
Fundamentals of Physics (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-physics-new/,"Multi-choice test that measures the knowledge of classical mechanics, Newton's laws of motion, electromagnetism, EM waves, thermodynamics and modern physics.",K,Yes,No,8.0,"[""Physics""]","[""Classical Mechanics"", ""Electromagnetism"", ""Thermodynamics""]",Technical,[],[],Knowledge,"[""Physics"", ""Classical Mechanics"", ""Electromagnetism"", ""Thermodynamics""]"
General Diseases (New),https://www.shl.com/products/product-catalog/view/general-diseases-new/,"Multi-choice test that measures the knowledge of common diseases of ear, nose, throat and teeth, their symptoms, drugs used to treat them and various drugs used to relieve pain.",K,Yes,No,5.0,"[""Diseases""]","[""Ear"", ""Nose"", ""Throat"", ""Teeth""]",Technical,[],[],Knowledge,"[""Diseases"", ""Ear"", ""Nose"", ""Throat"", ""Teeth""]"
Geoinformatics Engineering (New),https://www.shl.com/products/product-catalog/view/geoinformatics-engineering-new/,"Multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, GIS and drilling Engineering.",K,Yes,No,10.0,"[""remote sensing"", ""digital image processing"", ""digital photogrammetry"", ""planning and surveying"", ""geology"", ""GIS"", ""drilling Engineering""]","[""Geoinformatics"", ""Engineering""]",Technical,"[""Geoinformatics Engineer""]","[""Junior"", ""Senior""]",Knowledge,"[""geoinformatics"", ""engineering"", ""remote sensing"", ""GIS"", ""drilling""]"
Geoscience Engineering (New),https://www.shl.com/products/product-catalog/view/geoscience-engineering-new/,"Multi-choice test that measures the knowledge of exploration geology, soil mechanics, rock mechanics, geophysical investigation, geological surveying.",K,Yes,No,8.0,"[""exploration geology"", ""soil mechanics"", ""rock mechanics"", ""geophysical investigation"", ""geological surveying""]","[""Geoscience"", ""Engineering""]",Technical,"[""Geoscience Engineer""]","[""Junior"", ""Senior""]",Knowledge,"[""geoscience"", ""engineering"", ""geology"", ""soil mechanics"", ""rock mechanics""]"
GIT (New),https://www.shl.com/products/product-catalog/view/git-new/,Multi-choice test that measures the knowledge of how to use GIT for version control.,K,Yes,No,13.0,"[""GIT version control""]","[""Software Development""]",Technical,"[""Software Developer""]","[""Junior"", ""Mid-level""]",Knowledge,"[""GIT"", ""version control"", ""software development""]"
Global Skills Assessment,https://www.shl.com/products/product-catalog/view/global-skills-assessment/,The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most discrete level of SHL’s Universal Competency Framework (UCF). The GSA measures self-reported behaviors an individual currently engages in. A person’s skills (sets of behavior) are malleable and may change over time. SHL utilizes GSA scores to understand what the participant reports they can do today.,"C, K",Yes,No,16.0,[],[],Mixed,[],[],Global Skills Assessment,"[""Global"", ""Skills"", ""Assessment""]"
Graduate Scenarios,https://www.shl.com/products/product-catalog/view/graduate-scenarios/,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Graduate Scenarios Narrative Report: A participant focused report that contains; - Graduate Scenarios profile - Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",B,Yes,No,,[],[],Behavioral,"[""Manager""]",[],Graduate Scenarios,"[""Graduate"", ""Scenarios"", ""Managerial"", ""Judgement""]"
Graduate Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-narrative-report/,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Graduate Scenarios Narrative Report: A participant focused report that contains; - Graduate Scenarios profile - Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",B,Yes,No,,[],[],Behavioral,"[""Manager""]",[],Graduate Scenarios,"[""Graduate"", ""Scenarios"", ""Managerial"", ""Judgement""]"
Graduate Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-profile-report/,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Graduate Scenarios Narrative Report: A participant focused report that contains; - Graduate Scenarios profile - Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",B,Yes,No,,[],[],Behavioral,[],[],Managerial Judgement,[]
Hibernate (New),https://www.shl.com/products/product-catalog/view/hibernate-new/,"Multi-choice test that measures the knowledge of Hibernate architecture, Hibernate mapping and Hibernate query language(HQL).",K,Yes,No,5.0,"[""Hibernate architecture"", ""Hibernate mapping"", ""Hibernate query language""]",[],Technical,[],[],Knowledge of Hibernate,[]
HIPAA (Security),https://www.shl.com/products/product-catalog/view/hipaa-security/,"The HIPAA (Security) test measures knowledge of compliance with the standards required by the Security and Electronic Signature Standards as they apply to HIPAA. Designed for healthcare professionals and concentrating on nontechnical as well as technical aspects of the HIPAA Standards for Security and Electronic Signatures, this test covers the following topics: Computer Mechanisms, Computer Models, General Knowledge, Implementation, Medical Records, Organization, Security Basics, and Setup.",K,Yes,Yes,15.0,"[""HIPAA Security Standards"", ""HIPAA Electronic Signatures""]",[],Technical,[],[],HIPAA Security Knowledge,[]
HiPo Assessment Report 1.0,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-1-0/,"Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 1.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Questionnaire, OPQ, and Verify Cognitive Ability Tests, the report evaluates critical areas of aspiration, ability, and engagement. This version is used in regions where normed data for Verify Gen 1 and UCF 1 continue to provide the most relevant benchmarks, offering organizations proven insights for high-potential identification and talent development.","C, P",Yes,No,,[],[],Mixed,[],[],High Potential Identification,"[""Motivation Questionnaire"", ""OPQ"", ""Verify Cognitive Ability Tests""]"
